,Annotation,Total,Confidence
group04301,None Provided,1,1.0
group04302,None Provided,1,1.0
group04303,DNA recombination and repair protein RecF,1,1.0
group04304,None Provided,1,1.0
group04305,None Provided,1,1.0
group04306,None Provided,1,1.0
group04307,None Provided,1,1.0
group04308,None Provided,1,1.0
group04309,None Provided,1,1.0
group04310,None Provided,1,1.0
group04311,None Provided,1,1.0
group04312,None Provided,1,1.0
group04313,None Provided,1,1.0
group04314,None Provided,1,1.0
group04315,None Provided,1,1.0
group04316,None Provided,1,1.0
group04317,None Provided,1,1.0
group04318,None Provided,1,1.0
group04319,None Provided,1,1.0
group04320,None Provided,1,1.0
group04321,hypothetical protein,1,1.0
group04322,None Provided,1,1.0
group04323,None Provided,1,1.0
group04324,None Provided,1,1.0
group04325,None Provided,1,1.0
group04326,None Provided,1,1.0
group04327,None Provided,1,1.0
group04328,None Provided,1,1.0
group04329,None Provided,1,1.0
group04330,None Provided,1,1.0
group04331,None Provided,1,1.0
group04332,None Provided,1,1.0
group04333,None Provided,1,1.0
group04334,None Provided,1,1.0
group04335,None Provided,1,1.0
group04336,None Provided,1,1.0
group04337,None Provided,1,1.0
group04338,None Provided,1,1.0
group04339,None Provided,1,1.0
group04340,None Provided,1,1.0
group04341,None Provided,1,1.0
group04342,None Provided,1,1.0
group04343,None Provided,1,1.0
group04344,None Provided,1,1.0
group04345,None Provided,1,1.0
group04346,None Provided,1,1.0
group04347,None Provided,1,1.0
group04348,None Provided,1,1.0
group04349,None Provided,1,1.0
group04350,None Provided,1,1.0
group04351,None Provided,1,1.0
group04352,None Provided,1,1.0
group04353,None Provided,1,1.0
group04354,None Provided,1,1.0
group04355,None Provided,1,1.0
group04356,Ser/Thr protein phosphatase family protein,1,1.0
group04357,None Provided,1,1.0
group04358,None Provided,1,1.0
group04359,None Provided,1,1.0
group04360,None Provided,1,1.0
group04361,None Provided,1,1.0
group04362,None Provided,1,1.0
group04363,None Provided,1,1.0
group04364,None Provided,1,1.0
group04365,None Provided,1,1.0
group04366,hypothetical protein,1,1.0
group04367,Phage tail fiber protein,1,1.0
group04368,None Provided,1,1.0
group04369,None Provided,1,1.0
group04370,None Provided,1,1.0
group04371,None Provided,1,1.0
group04372,None Provided,1,1.0
group04373,None Provided,1,1.0
group04374,None Provided,1,1.0
group04375,hypothetical protein,1,1.0
group04376,None Provided,1,1.0
group04377,None Provided,1,1.0
group04378,None Provided,1,1.0
group04379,None Provided,1,1.0
group04380,None Provided,1,1.0
group04381,None Provided,1,1.0
group04382,hypothetical protein,1,1.0
group04383,None Provided,1,1.0
group04384,hypothetical protein,1,1.0
group04385,None Provided,1,1.0
group04386,None Provided,1,1.0
group04387,None Provided,1,1.0
group04388,None Provided,1,1.0
group04389,None Provided,1,1.0
group04390,None Provided,1,1.0
group04391,None Provided,1,1.0
group04392,None Provided,1,1.0
group04393,None Provided,1,1.0
group04394,hypothetical protein,1,1.0
group04395,"RidA/YER057c/UK114 superfamily, group 1",1,1.0
group04396,None Provided,1,1.0
group04397,None Provided,1,1.0
group04398,None Provided,1,1.0
group04399,None Provided,1,1.0
group04400,None Provided,1,1.0
group04401,hypothetical protein,1,1.0
group04402,None Provided,1,1.0
group04403,None Provided,1,1.0
group04404,None Provided,1,1.0
group04405,None Provided,1,1.0
group04406,None Provided,1,1.0
group04407,None Provided,1,1.0
group04408,None Provided,1,1.0
group04409,None Provided,1,1.0
group04410,None Provided,1,1.0
group04411,None Provided,1,1.0
group04412,None Provided,1,1.0
group04413,None Provided,1,1.0
group04414,None Provided,1,1.0
group04415,None Provided,1,1.0
group04416,None Provided,1,1.0
group04417,None Provided,1,1.0
group04418,None Provided,1,1.0
group04419,None Provided,1,1.0
group04420,None Provided,1,1.0
group04421,hypothetical protein,1,1.0
group04422,None Provided,1,1.0
group04423,None Provided,1,1.0
group04424,hypothetical protein,1,1.0
group04425,None Provided,1,1.0
group04426,None Provided,1,1.0
group04427,None Provided,1,1.0
group04428,hypothetical protein,1,1.0
group04429,None Provided,1,1.0
group04430,None Provided,1,1.0
group04431,None Provided,1,1.0
group04432,hypothetical protein,1,1.0
group04433,None Provided,1,1.0
group04434,None Provided,1,1.0
group04435,hypothetical protein,1,1.0
group04436,None Provided,1,1.0
group04437,hypothetical protein,1,1.0
group04438,None Provided,1,1.0
group04439,None Provided,1,1.0
group04440,hypothetical protein,1,1.0
group04441,None Provided,1,1.0
group04442,None Provided,1,1.0
group04443,hypothetical protein,1,1.0
group04444,probable iron binding protein from the HesB_IscA_SufA family,1,1.0
group04445,hypothetical protein,1,1.0
group04446,Adenosylhomocysteinase (EC 3.3.1.1),1,1.0
group04447,None Provided,1,1.0
group04448,Cytosol aminopeptidase PepA (EC 3.4.11.1),1,1.0
group04449,None Provided,1,1.0
group04450,None Provided,1,1.0
group04451,None Provided,1,1.0
group04452,None Provided,1,1.0
group04453,hypothetical protein,1,1.0
group04454,None Provided,1,1.0
group04455,None Provided,1,1.0
group04456,Iron binding protein IscA for iron-sulfur cluster assembly,1,1.0
group04457,None Provided,1,1.0
group04458,None Provided,1,1.0
group04459,None Provided,1,1.0
group04460,None Provided,1,1.0
group04461,None Provided,1,1.0
group04462,hypothetical protein,1,1.0
group04463,hypothetical protein,1,1.0
group04464,None Provided,1,1.0
group04465,None Provided,1,1.0
group04466,None Provided,1,1.0
group04467,None Provided,1,1.0
group04468,hypothetical protein,1,1.0
group04469,None Provided,1,1.0
group04470,None Provided,1,1.0
group04471,hypothetical protein,1,1.0
group04472,hypothetical protein,1,1.0
group04473,None Provided,1,1.0
group04474,None Provided,1,1.0
group04475,None Provided,1,1.0
group04476,Ketol-acid reductoisomerase (EC 1.1.1.86),1,1.0
group04477,None Provided,1,1.0
group04478,hypothetical protein,1,1.0
group04479,hypothetical protein,1,1.0
group04480,Amino acid/metabolite permease in hypothetical Actinobacterial gene cluster; BAT1-like,1,1.0
group04481,hypothetical protein,1,1.0
group04482,None Provided,1,1.0
group04483,None Provided,1,1.0
group04484,None Provided,1,1.0
group04485,None Provided,1,1.0
group04486,None Provided,1,1.0
group04487,Replication factor C small subunit,1,1.0
group04488,None Provided,1,1.0
group04489,"Phosphate starvation-inducible protein PhoH, predicted ATPase",1,1.0
group04490,None Provided,1,1.0
group04491,None Provided,1,1.0
group04492,None Provided,1,1.0
group04493,None Provided,1,1.0
group04494,None Provided,1,1.0
group04495,None Provided,1,1.0
group04496,None Provided,1,1.0
group04497,tmRNA-binding protein SmpB,1,1.0
group04498,hypothetical protein,1,1.0
group04499,None Provided,1,1.0
group04500,hypothetical protein,1,1.0
group04501,None Provided,1,1.0
group04502,None Provided,1,1.0
group04503,hypothetical protein,1,1.0
group04504,hypothetical protein,1,1.0
group04505,None Provided,1,1.0
group04506,None Provided,1,1.0
group04507,None Provided,1,1.0
group04508,hypothetical protein,1,1.0
group04509,None Provided,1,1.0
group04510,None Provided,1,1.0
group04511,rRNA small subunit methyltransferase H,1,1.0
group04512,Peptide chain release factor 2,1,1.0
group04513,hypothetical protein,1,1.0
group04514,hypothetical protein,1,1.0
group04515,None Provided,1,1.0
group04516,GTP cyclohydrolase I (EC 3.5.4.16) type 1,1,1.0
group04517,None Provided,1,1.0
group04518,None Provided,1,1.0
group04519,None Provided,1,1.0
group04520,16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176),1,1.0
group04521,Alanine dehydrogenase (EC 1.4.1.1),1,1.0
group04522,None Provided,1,1.0
group04523,hypothetical protein,1,1.0
group04524,None Provided,1,1.0
group04525,hypothetical protein,1,1.0
group04526,None Provided,1,1.0
group04527,None Provided,1,1.0
group04528,hypothetical protein,1,1.0
group04529,None Provided,1,1.0
group04530,None Provided,1,1.0
group04531,None Provided,1,1.0
group04532,None Provided,1,1.0
group04533,None Provided,1,1.0
group04534,Adenosylhomocysteinase (EC 3.3.1.1),1,1.0
group04535,None Provided,1,1.0
group04536,UV damage repair endonuclease,1,1.0
group04537,None Provided,1,1.0
group04538,None Provided,1,1.0
group04539,None Provided,1,1.0
group04540,hypothetical protein,1,1.0
group04541,None Provided,1,1.0
group04542,hypothetical protein,1,1.0
group04543,None Provided,1,1.0
group04544,None Provided,1,1.0
group04545,None Provided,1,1.0
group04546,None Provided,1,1.0
group04547,None Provided,1,1.0
group04548,None Provided,1,1.0
group04549,None Provided,1,1.0
group04550,None Provided,1,1.0
group04551,hypothetical protein,1,1.0
group04552,hypothetical protein,1,1.0
group04553,None Provided,1,1.0
group04554,None Provided,1,1.0
group04555,hypothetical protein,1,1.0
group04556,None Provided,1,1.0
group04557,None Provided,1,1.0
group04558,None Provided,1,1.0
group04559,hypothetical protein,1,1.0
group04560,None Provided,1,1.0
group04561,FIG032766: hypothetical protein,1,1.0
group04562,Mobile element protein,1,1.0
group04563,None Provided,1,1.0
group04564,DNA repair protein RadC,1,1.0
group04565,Rhs family protein,1,1.0
group04566,hypothetical protein,1,1.0
group04567,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),1,1.0
group04568,None Provided,1,1.0
group04569,hypothetical protein,1,1.0
group04570,None Provided,1,1.0
group04571,None Provided,1,1.0
group04572,None Provided,1,1.0
group04573,None Provided,1,1.0
group04574,None Provided,1,1.0
group04575,None Provided,1,1.0
group04576,None Provided,1,1.0
group04577,None Provided,1,1.0
group04578,None Provided,1,1.0
group04579,None Provided,1,1.0
group04580,hypothetical protein,1,1.0
group04581,hypothetical protein,1,1.0
group04582,None Provided,1,1.0
group04583,None Provided,1,1.0
group04584,hypothetical protein,1,1.0
group04585,Outer membrane lipoprotein-sorting protein,1,1.0
group04586,None Provided,1,1.0
group04587,None Provided,1,1.0
group04588,None Provided,1,1.0
group04589,None Provided,1,1.0
group04590,None Provided,1,1.0
group04591,None Provided,1,1.0
group04592,hypothetical protein,1,1.0
group04593,hypothetical protein,1,1.0
group04594,None Provided,1,1.0
group04595,None Provided,1,1.0
group04596,None Provided,1,1.0
group04597,None Provided,1,1.0
group04598,None Provided,1,1.0
group04599,None Provided,1,1.0
group04600,None Provided,1,1.0
group04601,None Provided,1,1.0
group04602,None Provided,1,1.0
group04603,None Provided,1,1.0
group04604,hypothetical protein,1,1.0
group04605,Mobile element protein,1,1.0
group04606,None Provided,1,1.0
group04607,None Provided,1,1.0
group04608,None Provided,1,1.0
group04609,None Provided,1,1.0
group04610,None Provided,1,1.0
group04611,hypothetical protein,1,1.0
group04612,None Provided,1,1.0
group04613,None Provided,1,1.0
group04614,None Provided,1,1.0
group04615,None Provided,1,1.0
group04616,None Provided,1,1.0
group04617,Mobile element protein,1,1.0
group04618,None Provided,1,1.0
group04619,None Provided,1,1.0
group04620,None Provided,1,1.0
group04621,None Provided,1,1.0
group04622,None Provided,1,1.0
group04623,hypothetical protein,1,1.0
group04624,None Provided,1,1.0
group04625,hypothetical protein,1,1.0
group04626,None Provided,1,1.0
group04627,None Provided,1,1.0
group04628,None Provided,1,1.0
group04629,None Provided,1,1.0
group04630,None Provided,1,1.0
group04631,None Provided,1,1.0
group04632,hypothetical protein,1,1.0
group04633,None Provided,1,1.0
group04634,hypothetical protein,1,1.0
group04635,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),1,1.0
group04636,hypothetical protein,1,1.0
group04637,2-hydroxychromene-2-carboxylate isomerase,1,1.0
group04638,"Gentisate 1,2-dioxygenase (EC 1.13.11.4)",1,1.0
group04639,Outer membrane protein (porin),1,1.0
group04640,Methyl-accepting chemotaxis protein I (serine chemoreceptor protein),1,1.0
group04641,hypothetical protein,1,1.0
group04642,hypothetical protein,1,1.0
group04643,None Provided,1,1.0
group04644,None Provided,1,1.0
group04645,None Provided,1,1.0
group04646,None Provided,1,1.0
group04647,hypothetical protein,1,1.0
group04648,None Provided,1,1.0
group04649,None Provided,1,1.0
group04650,None Provided,1,1.0
group04651,None Provided,1,1.0
group04652,None Provided,1,1.0
group04653,Essential recombination function protein,1,1.0
group04654,None Provided,1,1.0
group04655,None Provided,1,1.0
group04656,None Provided,1,1.0
group04657,None Provided,1,1.0
group04658,None Provided,1,1.0
group04659,None Provided,1,1.0
group04660,None Provided,1,1.0
group04661,None Provided,1,1.0
group04662,hypothetical protein,1,1.0
group04663,None Provided,1,1.0
group04664,None Provided,1,1.0
group04665,Putative activity regulator of membrane protease YbbK,1,1.0
group04666,hypothetical protein,1,1.0
group04667,Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22),1,1.0
group04668,hypothetical protein,1,1.0
group04669,None Provided,1,1.0
group04670,None Provided,1,1.0
group04671,hypothetical protein,1,1.0
group04672,None Provided,1,1.0
group04673,hypothetical protein,1,1.0
group04674,hypothetical protein,1,1.0
group04675,hypothetical protein,1,1.0
group04676,hypothetical protein,1,1.0
group04677,hypothetical protein,1,1.0
group04678,None Provided,1,1.0
group04679,hypothetical protein,1,1.0
group04680,Mobile element protein,1,1.0
group04681,Mobile element protein,1,1.0
group04682,None Provided,1,1.0
group04683,None Provided,1,1.0
group04684,None Provided,1,1.0
group04685,None Provided,1,1.0
group04686,None Provided,1,1.0
group04687,None Provided,1,1.0
group04688,None Provided,1,1.0
group04689,Menaquinone-specific isochorismate synthase (EC 5.4.4.2),1,1.0
group04690,None Provided,1,1.0
group04691,Adenylosuccinate lyase (EC 4.3.2.2),1,1.0
group04692,Transketolase (EC 2.2.1.1),1,1.0
group04693,None Provided,1,1.0
group04694,None Provided,1,1.0
group04695,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),1,1.0
group04696,None Provided,1,1.0
group04697,None Provided,1,1.0
group04698,None Provided,1,1.0
group04699,None Provided,1,1.0
group04700,None Provided,1,1.0
group04701,None Provided,1,1.0
group04702,None Provided,1,1.0
group04703,None Provided,1,1.0
group04704,Phytoene dehydrogenase (EC 1.14.99.-),1,1.0
group04705,hypothetical protein,1,1.0
group04706,None Provided,1,1.0
group04707,None Provided,1,1.0
group04708,hypothetical protein,1,1.0
group04709,hypothetical protein,1,1.0
group04710,None Provided,1,1.0
group04711,hypothetical protein,1,1.0
group04712,None Provided,1,1.0
group04713,Sarcosine oxidase beta subunit (EC 1.5.3.1),1,1.0
group04714,None Provided,1,1.0
group04715,None Provided,1,1.0
group04716,Pyruvate kinase (EC 2.7.1.40),1,1.0
group04717,None Provided,1,1.0
group04718,None Provided,1,1.0
group04719,None Provided,1,1.0
group04720,SOS-response repressor and protease LexA (EC 3.4.21.88),1,1.0
group04721,None Provided,1,1.0
group04722,None Provided,1,1.0
group04723,"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",1,1.0
group04724,None Provided,1,1.0
group04725,None Provided,1,1.0
group04726,None Provided,1,1.0
group04727,None Provided,1,1.0
group04728,None Provided,1,1.0
group04729,hypothetical protein,1,1.0
group04730,Rod shape-determining protein MreB,1,1.0
group04731,None Provided,1,1.0
group04732,hypothetical protein,1,1.0
group04733,hypothetical protein,1,1.0
group04734,None Provided,1,1.0
group04735,None Provided,1,1.0
group04736,None Provided,1,1.0
group04737,Epi-inositol hydrolase (EC 3.7.1.-),1,1.0
group04738,Succinyl-CoA ligase ADP-forming beta chain (EC 6.2.1.5),1,1.0
group04739,hypothetical protein,1,1.0
group04740,None Provided,1,1.0
group04741,None Provided,1,1.0
group04742,None Provided,1,1.0
group04743,Ornithine carbamoyltransferase (EC 2.1.3.3),1,1.0
group04744,None Provided,1,1.0
group04745,None Provided,1,1.0
group04746,None Provided,1,1.0
group04747,None Provided,1,1.0
group04748,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),1,1.0
group04749,Replicative DNA helicase (DnaB) (EC 3.6.4.12),1,1.0
group04750,hypothetical protein,1,1.0
group04751,None Provided,1,1.0
group04752,None Provided,1,1.0
group04753,None Provided,1,1.0
group04754,None Provided,1,1.0
group04755,None Provided,1,1.0
group04756,None Provided,1,1.0
group04757,None Provided,1,1.0
group04758,hypothetical protein,1,1.0
group04759,None Provided,1,1.0
group04760,hypothetical protein,1,1.0
group04761,Succinyl-CoA ligase ADP-forming alpha chain (EC 6.2.1.5),1,1.0
group04762,hypothetical protein,1,1.0
group04763,hypothetical protein,1,1.0
group04764,Excinuclease ABC subunit C,1,1.0
group04765,None Provided,1,1.0
group04766,None Provided,1,1.0
group04767,None Provided,1,1.0
group04768,None Provided,1,1.0
group04769,None Provided,1,1.0
group04770,None Provided,1,1.0
group04771,None Provided,1,1.0
group04772,hypothetical protein,1,1.0
group04773,CTP synthase (EC 6.3.4.2),1,1.0
group04774,None Provided,1,1.0
group04775,"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-dependent",1,1.0
group04776,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)",1,1.0
group04777,None Provided,1,1.0
group04778,None Provided,1,1.0
group04779,LSU ribosomal protein L24p (L26e),1,1.0
group04780,None Provided,1,1.0
group04781,hypothetical protein,1,1.0
group04782,Transcription-repair coupling factor,1,1.0
group04783,None Provided,1,1.0
group04784,None Provided,1,1.0
group04785,None Provided,1,1.0
group04786,Predicted L-rhamnose isomerase RhaI (EC 5.3.1.14),1,1.0
group04787,4-carboxymuconolactone decarboxylase (EC 4.1.1.44),1,1.0
group04788,None Provided,1,1.0
group04789,Iron-sulphur-binding reductase,1,1.0
group04790,None Provided,1,1.0
